meme;text0;text1
Futurama-Fry;when you´re looking at ;the only person who is standing up during the play 
Futurama-Fry;me in the morning ;and someone talks to me before i drink my coffee
Futurama-Fry;is it just me or are;you a nazi?
Futurama-Fry;When you don't get an a in;all your subjects
Futurama-Fry;Says Christmas is after Thanksgiving;Commercials come on day after Halloween 
Futurama-Fry;NOT SURE IF COMPLIMENT;OR SEXUAL harassment
Futurama-Fry;What the hell is he doing?;this is a night club
Futurama-Fry;i am asian;
Futurama-Fry;are you asian ;of not
Futurama-Fry;Is that a butt;Where's my glasses
Futurama-Fry;CAND MERGI CU PRIETENII IN CLUB;SI VA IMBETATI PENTRU PRIMA DATA
Futurama-Fry;i am asian are you asian or not;
Futurama-Fry;Searching for teams to to beat Alabama like ;
Futurama-Fry;Shut da faq up;Im trying to drink my coffee
Futurama-Fry;Real News;Fake Media
Futurama-Fry;My name is Camden;And my life is a Dank
Futurama-Fry;Dat bot be like;Da Heck?
Futurama-Fry;My name is not Jeff!;It's Jeff with a space
Futurama-Fry;Not sure if funny presentation;or boring english class
Futurama-Fry;i want more coffeeee;sorry sir you drank all of it and also you just 69 coffee in this restaurant already
Futurama-Fry;i want more coffee now;sorry sir u just drank of it
Futurama-Fry;i just drank 69 coffee and it is not a lot and i don't;about my health just give me more
Futurama-Fry;this coffee is terrible!;That's because you made it
Futurama-Fry;WHY WAS THIS ATTACHED TO MY BUTT?;
Futurama-Fry;Not sure if sarcasm or;seriously a fan of 2.11
Futurama-Fry;Benediktator;hittet verdächtig gut
Futurama-Fry;it's off to war!!!!!;lol...........................
Futurama-Fry;Not sure info Daniel Moran;Or mini version of Lionel Messi
Futurama-Fry;when you don't know who did witchcraft;so you have to question EVERYONE
Futurama-Fry;I thought I told you,;there was air in my eye
Futurama-Fry;I thought i told you,;there's dust in my eye
Futurama-Fry;not sure if apocalypse;or 2016
Futurama-Fry;I don't know if thats Lucifer;or just a reptile
Futurama-Fry;NOT SURE IF BALLBUSTING;ACTUALLY IT'S KRAUS, BALLBUSTING
Futurama-Fry;NOT SURE IF BALLBUSTING;OR BEING RIDICULED....
Futurama-Fry;WHAT ?!?!!;you meant pay for this not play with this dam you I got my condom dirty because of you
Futurama-Fry;not sure if great idea;or going to get me fired
Futurama-Fry;I think;Those jordans are fake
Futurama-Fry;Not sure if using meme's at work is good;or the best thing ever
Futurama-Fry;Not sure if shawn is going to draw a beard;or lock a rate
Futurama-Fry;turn your phone off ;don't bring any food 
Futurama-Fry;Not sure if shawn is going to draw a beard;or fall asleep
Futurama-Fry;no se si eres tonto;o no sabes usarlo
Futurama-Fry;not sure if its the wording;or just me
Futurama-Fry;I dont know if im high;Or if im Skrt Skrt!
Futurama-Fry;Not sure if I have time for a meme war;or I just don't care about doing work
Futurama-Fry;Not sure if racist;Or just stupid...both?
Futurama-Fry;Not sure if racist;Or just stupid...both?
Futurama-Fry;IT'S ELK'IN TIME;SOMETIME
Futurama-Fry;Not sure info Daniel Moran;Or mini version of Lionel Messi
Futurama-Fry;when you don't know who did witchcraft;so you have to question EVERYONE
Futurama-Fry;I thought I told you,;there was air in my eye
Futurama-Fry;I thought i told you,;there's dust in my eye
Futurama-Fry;not sure if apocalypse;or 2016
Futurama-Fry;I don't know if thats Lucifer;or just a reptile
Futurama-Fry;NOT SURE IF BALLBUSTING;ACTUALLY IT'S KRAUS, BALLBUSTING
Futurama-Fry;NOT SURE IF BALLBUSTING;OR BEING RIDICULED....
Futurama-Fry;WHAT ?!?!!;you meant pay for this not play with this dam you I got my condom dirty because of you
Futurama-Fry;not sure if great idea;or going to get me fired
Futurama-Fry;I think;Those jordans are fake
Futurama-Fry;Not sure if using meme's at work is good;or the best thing ever
Futurama-Fry;Not sure if shawn is going to draw a beard;or lock a rate
Futurama-Fry;turn your phone off ;don't bring any food 
Futurama-Fry;Not sure if shawn is going to draw a beard;or fall asleep
Futurama-Fry;no se si eres tonto;o no sabes usarlo
Futurama-Fry;not sure if its the wording;or just me
Futurama-Fry;I dont know if im high;Or if im Skrt Skrt!
Futurama-Fry;That look you give;when you can't see dat ass good enough
Futurama-Fry;so what;i like to dance
Futurama-Fry;"""here come the forest police""";thank you, now please stop touching that animal, we don't want to euthanize it 
Futurama-Fry;SO YOU DONT HAVE MONEY TO GO OUT ON FOOTBALL SOCIAL;BUT YOU CAN AFFORD TO GO ON A EQUESTRIAN SOCIAL WITH A MEAL
Futurama-Fry;My face;whenever I see a furry
Futurama-Fry;hmmmmm..;who ate the last brownie?!?!?!?
Futurama-Fry;So you're telling me...;Ignorance is bliss?
Futurama-Fry;not sure if that was the issue;or not
Futurama-Fry;CAN'T TELL IF GAY;OR JUST REALLY CUDDLY
Futurama-Fry;You Haven't Seen;The last of me
Futurama-Fry;You think I,m unlucky;Look at caedicius
Futurama-Fry;Not sure if Anten;or Hanten
Futurama-Fry;not sure if taking the piss;or just taking the piss
Futurama-Fry;;i like cheesecake
Futurama-Fry;not sure if taking the piss;or just arrogant
Futurama-Fry;NOt sure if taking the piss;or just retarded
Futurama-Fry;Not sure if taking the piss;or just cocky
Futurama-Fry;Quand Le Proff Dit;Tu peux mettre en groupe
Futurama-Fry;Not sure if shawn is going to draw a beard;or lock a rate
Futurama-Fry;turn your phone off ;don't bring any food 
Futurama-Fry;Not sure if shawn is going to draw a beard;or fall asleep
Futurama-Fry;no se si eres tonto;o no sabes usarlo
Futurama-Fry;not sure if its the wording;or just me
Futurama-Fry;I dont know if im high;Or if im Skrt Skrt!
Futurama-Fry;That look you give;when you can't see dat ass good enough
Futurama-Fry;so what;i like to dance
Futurama-Fry;not sure if stupid;or genius
Futurama-Fry;JILL STIEN RAISED MORE MONEY FOR TRUMP RECOUNT;THAN SHE DID FOR HER ENTIRE CAMPAIGN
Futurama-Fry;hmmmmmm;
Futurama-Fry;hmmmmmm;
Futurama-Fry;Jill Stein raised more money for Trump recount;than she did for her entire campaign?
Futurama-Fry;hmmmmm;
Futurama-Fry;So Jill Stein raised more money for Trump recount;than she did for her entire campaign?
Futurama-Fry;Prick spelt backwards =;dab
Futurama-Fry;When you see Trump win;Hes gonna bring this country to hell
Futurama-Fry;When someone said who farted;But you knew it was tyler
Futurama-Fry;The face you make;When you realize that december is just another word for june
Futurama-Fry;Not sure if too busy...;Or avoiding me...
Futurama-Fry;I sexually identify as a hand;Oh wait, that's my girlfriend
Futurama-Fry;;
Futurama-Fry;;test
Futurama-Fry;not sure if stupid;or genius
Futurama-Fry;;test
Futurama-Fry;When your friends don't bring cans;
Futurama-Fry;;test
Futurama-Fry;MY face when abigail;randomly gets impailed
Futurama-Fry;;test
Futurama-Fry;Alphabiography no problem;5 hours later stilll on the first sentence
Futurama-Fry;Do those girls hate eachother;or are they best friends?
Futurama-Fry;So i buy your food, shoes, and make up and you dont want to date;my friends told me to stay away from you 
Good-Guy-Greg;roommate has to go pee mid-conversation;doesn't piss in the water so he can still hear you
Good-Guy-Greg;good weed;a joint makes dealing with millennials more tolerable
Good-Guy-Greg;Rents a hotel room;Invites poor to live in it
Good-Guy-Greg;DIS IS AIDEN;HE B A SCROOB
Good-Guy-Greg;secker's dad's uncle's;grandma's grandson's nephew's son
Good-Guy-Greg;secker's;dad
Good-Guy-Greg;Bin vol drauf;
Good-Guy-Greg;gets out of flight/sim late;still shows up early to help with your checkride
Good-Guy-Greg;"works summer in ""construction""";I'll do your home inspection
Good-Guy-Greg;Looks at 1 repair;vic would be lost without me
Good-Guy-Greg;Small group leader tells you to go to bed at 12:30;- goes to bed at 12:31
Good-Guy-Greg;Good Guy Microsoft;Includes Edge in Windows 10 to easily download Google Chrome
Good-Guy-Greg;PARENTS SEND TRICKY MATH PROBLEM TO SOLVE;GETS ANSWER RIGHT ON FIRST TRY
Good-Guy-Greg;takes your grandma;out to bingo night
Good-Guy-Greg;Messaging On Mobile?;Log in to the website
Good-Guy-Greg;when you listen to;Snoop dogg to much
Good-Guy-Greg;eliminated weeks ago;says he still likes the updates
Good-Guy-Greg;I see what;You did there!!!
Good-Guy-Greg;I'm Michael Thwing I cheat at Fantasy Football ;Cause I'm a bitch 
Good-Guy-Greg;former neighbors sent tickets to old address;goes to old house and retrieves said tickets
Good-Guy-Greg;someone breaks into ur friends base;but you already moved 255 owrong seeds to the lockers upstairs
Good-Guy-Greg;needs to eat a cough drop in the theatre;waits till its on a loud moment and does it fast and quiet
Good-Guy-Greg;Comes in to work Wednesday;Responds to boss' email from tuesday
Good-Guy-Greg;sees some getting cyber bullied;stops the bully
Good-Guy-Greg;Looks at 1 repair;vic would be lost without me
Good-Guy-Greg;Small group leader tells you to go to bed at 12:30;- goes to bed at 12:31
Good-Guy-Greg;Good Guy Microsoft;Includes Edge in Windows 10 to easily download Google Chrome
Good-Guy-Greg;PARENTS SEND TRICKY MATH PROBLEM TO SOLVE;GETS ANSWER RIGHT ON FIRST TRY
Good-Guy-Greg;takes your grandma;out to bingo night
Good-Guy-Greg;Messaging On Mobile?;Log in to the website
Good-Guy-Greg;when you listen to;Snoop dogg to much
Good-Guy-Greg;eliminated weeks ago;says he still likes the updates
Good-Guy-Greg;I see what;You did there!!!
Good-Guy-Greg;I'm Michael Thwing I cheat at Fantasy Football ;Cause I'm a bitch 
Good-Guy-Greg;former neighbors sent tickets to old address;goes to old house and retrieves said tickets
Good-Guy-Greg;someone breaks into ur friends base;but you already moved 255 owrong seeds to the lockers upstairs
Good-Guy-Greg;needs to eat a cough drop in the theatre;waits till its on a loud moment and does it fast and quiet
Good-Guy-Greg;Comes in to work Wednesday;Responds to boss' email from tuesday
Good-Guy-Greg;sees some getting cyber bullied;stops the bully
Good-Guy-Greg;Sees cyberbullying;reports the bully 
Good-Guy-Greg;can i have some drugs. sir this is mcdonalds;so can i have mcdrugs
Good-Guy-Greg;bad luck brian shits;cleans it up
Good-Guy-Greg;Gramma asked if i could help pick some weed;was disappointed when i only saw grass 
Good-Guy-Greg;you see this guy ;he plays for the barons
Good-Guy-Greg;Sees duplicate CR;Adds comment with previous CR #
Good-Guy-Greg;I was able to refuse; thanksgiving leftovers
Good-Guy-Greg;#denfølelsen;- Papsen har når han har solgt hus!
Good-Guy-Greg;Tallaksen Bjudar på Snus;Srebrenica
Good-Guy-Greg;създава голяма престъпна структура в България;медиите дори нямат негова снимка
Good-Guy-Greg;Good guy (sir) Nunia;Leaves some ranks for the others.
Good-Guy-Greg;cancels ung 12 order;buya a beneli instead.
Good-Guy-Greg;TRump says he'll build a wall;when i could just dig a tunnel
Good-Guy-Greg;wife knows you cheated;boinked your wife so she can't say shit about cheating
Good-Guy-Greg;can i have some drugs. sir this is mcdonalds;so can i have mcdrugs
Good-Guy-Greg;bad luck brian shits;cleans it up
Good-Guy-Greg;Gramma asked if i could help pick some weed;was disappointed when i only saw grass 
Good-Guy-Greg;you see this guy ;he plays for the barons
Good-Guy-Greg;Sees duplicate CR;Adds comment with previous CR #
Good-Guy-Greg;I was able to refuse; thanksgiving leftovers
Good-Guy-Greg;knows françois lost his coat;sends him a prayer to help him find it
Good-Guy-Greg;When emma ranthes kælder;is goals
Good-Guy-Greg;Wins a VIP event on Jailbreak;Gives it to someone else
Good-Guy-Greg;;S A V A G E
Good-Guy-Greg;I love you;
Good-Guy-Greg;gets glasses stolen;trys to go ask for them back nicely
Good-Guy-Greg;Good Guy Paul;Circumcision isn't necessary
Good-Guy-Greg;My name is weepa;this is what I meant by high IQ
Good-Guy-Greg;Joins a new group on internet;Doesn't try solicit members 
Good-Guy-Greg;Came to our stand;buys everything
Good-Guy-Greg;#denfølelsen;- Papsen har når han har solgt hus!
Good-Guy-Greg;Tallaksen Bjudar på Snus;Srebrenica
Good-Guy-Greg;Takes picture with fish;Doesn't put it on Tinder
Good-Guy-Greg;sees some getting cyber bullied;stops the bully
Good-Guy-Greg;Sees cyberbullying;reports the bully 
Good-Guy-Greg;My name is matt;but my friends call me Tyrone 
Good-Guy-Greg;they think im good but at 4:20;th epencil changes if you know what i mean
Good-Guy-Greg;they think im good but at 4:20;the pencil changes if you know what i mean
Good-Guy-Greg;takes your grandma;out to bingo night
Good-Guy-Greg;im part of the ;ANIMILIA SPECEIS
Good-Guy-Greg;what does this have ;to do with food
Good-Guy-Greg;Juans Mom;is a ...
Good-Guy-Greg;"My password is ""incorrect"" so when i get my";"password wrong it says ""your password is incorrect"""
Good-Guy-Greg;създава голяма престъпна структура в България;медиите дори нямат негова снимка
Good-Guy-Greg;Good guy (sir) Nunia;Leaves some ranks for the others.
Good-Guy-Greg;cancels ung 12 order;buya a beneli instead.
Good-Guy-Greg;TRump says he'll build a wall;when i could just dig a tunnel
Good-Guy-Greg;wife knows you cheated;boinked your wife so she can't say shit about cheating
Good-Guy-Greg;can i have some drugs. sir this is mcdonalds;so can i have mcdrugs
Good-Guy-Greg;bad luck brian shits;cleans it up
Good-Guy-Greg;Gramma asked if i could help pick some weed;was disappointed when i only saw grass 
Good-Guy-Greg;you see this guy ;he plays for the barons
Good-Guy-Greg;Sees duplicate CR;Adds comment with previous CR #
Good-Guy-Greg;I was able to refuse; thanksgiving leftovers
Good-Guy-Greg;#denfølelsen;- Papsen har når han har solgt hus!
Good-Guy-Greg;Tallaksen Bjudar på Snus;Srebrenica
Good-Guy-Greg;Takes picture with fish;Doesn't put it on Tinder
Good-Guy-Greg;Throws mcnuggets in bag and means muggs the shit out of everything;
Good-Guy-Greg;Lucys ;New Boyfriend 
Good-Guy-Greg;Throws your mcnuggets in the bag;Mean muggs the shit out of everything
Good-Guy-Greg;Gets Corrected By a Supervisee;Doesn't Immediately Fire Them
Good-Guy-Greg;Gets told his unit isn't scheduled for a load;Doesn't complain how bush hog is better
Good-Guy-Greg;has 10 Prs out for review;still reviews your pr
Good-Guy-Greg;she's shopping around;still likes her for who she is
Good-Guy-Greg;Girl he like is shopping around;still likes her for who she is
Good-Guy-Greg;I don't always send free VS gifts;But when I do, I pretend I'm NS and reroute
Good-Guy-Greg;All Day;Erryday
Good-Guy-Greg;Actually checks;If a setting is on or off
Good-Guy-Greg;I Have A Dig Bick;You That Read Wrong
Good-Guy-Greg;Says he's a fan of country ;Doesn't know who waylon is 
Good-Guy-Greg;I quit smoking marijuana ;Bitch why u think I can't quit u
Good-Guy-Greg;go for the underdogs;get rich bitch!!
Good-Guy-Greg;Bags you out;'Nah its cool bro I won't claim those'
Good-Guy-Greg;Stops tagging babaloopy;Tags @jackwolfpack instead 
Good-Guy-Greg;Hoping Trump will fail is like hoping your;plane crashes because you don't like the pilot
Good-Guy-Greg;I TELL THE CLIENT;TO TAKE  A CHILL PILL
Good-Guy-Greg;SPARKIES NEED SUMTHIN;SANDIIP GETS IT DONE
Good-Guy-Greg;just heard ;what you did to his best friend
Good-Guy-Greg;just heard what you;what you did to his best friend after you took him home from the club
Good-Guy-Greg;JUST HEARD ;WHAT YOU DID WHEN YOU TOOK HIS FRIEND HOME FROM THE PUB
Good-Guy-Greg;Finds medium/low observations;doesn't care!
Grumpy-Cat;Would somebody tell me;Why the red pill is so goddamned hard to swallow?
Grumpy-Cat;u took my catnip man;(wispers)son of bitch
Grumpy-Cat;♪There was a farmer who had a dog, and Bingo was his name-o.    B-I-N-G-♪;NO
Grumpy-Cat;♪A-b-c-d-e-f-g, h-i-j-k-l-m-♪;NO
Grumpy-Cat;the only thing i like;is destruction
Grumpy-Cat;did you say;your going to vote for trump
Grumpy-Cat;i opened your picture;it was awful
Grumpy-Cat;u took my catnip man;(wispers) son of a bitch
Grumpy-Cat;YO WUT UP NIGGA;SAT UP
Grumpy-Cat;feed me food;you lazy human
Grumpy-Cat;guess what?;I'M THE BOSS AROUND HERE NOW
Grumpy-Cat;MY FACE WHEN;SONEONE WITH A KAYAK AND A FRO DOESNT MOVE
Grumpy-Cat;No way! Or my name isn't ;Grumpy Cat Doiii!!!!!!!!!!!!!!!
Grumpy-Cat;Poop Face!!!!!!!!!!!!!!!!!!!!!!!!!!;What? That's your name! Right?
Grumpy-Cat;i am your cat give me food;i am too lazy
Grumpy-Cat;Wanna hear a joke?;Your entire life.
Grumpy-Cat;Da truth hurts;Im happy your in pain
Grumpy-Cat;Creeper blows you up;You cant find any mor creepers for revenge
Grumpy-Cat;Totally;Triggerd
Grumpy-Cat;every kiss begins with k;but ugly begins with u
Grumpy-Cat;that face you make when you tell your mom you know what porn is;and she jumps to conclusion you have been watching it
Grumpy-Cat;yuck;i stepped into some happiness
Grumpy-Cat;what doesn't kill you;will hopefully try again
Grumpy-Cat;what ya looken ;at ya cunt 
Grumpy-Cat;I like baloons;they pop and make little kids cry
Grumpy-Cat;your face isn't a coloring book;chill out with the makeup
Grumpy-Cat;Lopatnic ;Animals are such agreeable friends - they ask no questions, they pass no criticisms.
Grumpy-Cat;chinese without chinese writing is like me without 6 meals;dead......
Grumpy-Cat;BOUGHT A MACBOOK PRO;GETS A CHINESE KNOCKOFF
Grumpy-Cat;i love you;only when you feed me
Grumpy-Cat;WHEN LIFE GIVES YOU LEMONS;THROW THEM AT SOMEONE
Grumpy-Cat;what are you;
Grumpy-Cat;dont leave the lights on in the building;i hate seeing a building brighter then my future
Grumpy-Cat;;Why am I here?
Grumpy-Cat;jingle ball..jingle balls ;i'll rip yo jingle balls of your little stick bitch
Grumpy-Cat;When someone says wrestling is fake;
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2;MI 1.-2. Std.: C231
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs in C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2 (BIA);Mittwochs in Raum C231
Grumpy-Cat;;NO
Grumpy-Cat;why am i so grumpy?;someone is missing their timesheet
Grumpy-Cat;when keemstar is here ;everybody watch scarce instead
Grumpy-Cat;get me off here;or i kill u
Grumpy-Cat;when i wake up ;and you talk to me
Grumpy-Cat;can i please get off the lap;or i kill u!
Grumpy-Cat;the new mascot for;allstate
Grumpy-Cat;dont ever cross the street; without looking both ways
Grumpy-Cat;U R A...;WOMAN!!
Grumpy-Cat;presentation;over
Grumpy-Cat;Metadata;WTF is that?
Grumpy-Cat;I don't like it.;
Grumpy-Cat;When you're satisfied;but still grumpy
Grumpy-Cat;When you're content;but still grumpy
Grumpy-Cat;if you leave the building lights on;than the building will be brighter then my future
Grumpy-Cat;if tou leave the lights on in the building;then the building will be brighter then my future
Grumpy-Cat;dont leave the lights on in the building;i hate seeing a building brighter then my future
Grumpy-Cat;;Why am I here?
Grumpy-Cat;jingle ball..jingle balls ;i'll rip yo jingle balls of your little stick bitch
Grumpy-Cat;When someone says wrestling is fake;
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2;MI 1.-2. Std.: C231
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs in C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2 (BIA);Mittwochs in Raum C231
Grumpy-Cat;;NO
Grumpy-Cat;why am i so grumpy?;someone is missing their timesheet
Grumpy-Cat;when keemstar is here ;everybody watch scarce instead
Grumpy-Cat;get me off here;or i kill u
Grumpy-Cat;when i wake up ;and you talk to me
Grumpy-Cat;can i please get off the lap;or i kill u!
Grumpy-Cat;the new mascot for;allstate
Grumpy-Cat;dont ever cross the street; without looking both ways
Grumpy-Cat;U R A...;WOMAN!!
Grumpy-Cat;presentation;over
Grumpy-Cat;Metadata;WTF is that?
Grumpy-Cat;I don't like it.;
Grumpy-Cat;When you're satisfied;but still grumpy
Grumpy-Cat;When you're content;but still grumpy
Grumpy-Cat;if you leave the building lights on;than the building will be brighter then my future
Grumpy-Cat;if tou leave the lights on in the building;then the building will be brighter then my future
Grumpy-Cat;dont leave the lights on in the building;i hate seeing a building brighter then my future
Grumpy-Cat;;Why am I here?
Grumpy-Cat;jingle ball..jingle balls ;i'll rip yo jingle balls of your little stick bitch
Grumpy-Cat;When someone says wrestling is fake;
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2;MI 1.-2. Std.: C231
Grumpy-Cat;Raumwechsel Q2-SW-G2;Mittwochs in C231!
Grumpy-Cat;Raumwechsel Q2-SW-G2 (BIA);Mittwochs in Raum C231
Grumpy-Cat;;NO
Grumpy-Cat;why am i so grumpy?;someone is missing their timesheet
Grumpy-Cat;when keemstar is here ;everybody watch scarce instead
Grumpy-Cat;get me off here;or i kill u
Grumpy-Cat;when i wake up ;and you talk to me
Grumpy-Cat;can i please get off the lap;or i kill u!
Grumpy-Cat;the new mascot for;allstate
Grumpy-Cat;dont ever cross the street; without looking both ways
Grumpy-Cat;My Day Was Great;What about Yours?
Grumpy-Cat;I am so angry at mozahidul;i am keeping a close eye on em
Grumpy-Cat;Im going to kill you both;in your sleep tonight!
Grumpy-Cat;Sing one more Christmas song.;I'll murder the Christmas spirit.
Grumpy-Cat;When you are trying to learn about life;and come to realize that you were a creature
Grumpy-Cat;UMD;Where football players hunt students with bb guns
Grumpy-Cat;LONDON BRIDGE IS FALLING DOWN;GREAT IM SO HAPPY
Grumpy-Cat;LONDON BRIDGE IS FALLING DOWN;GOOD
Grumpy-Cat;that moment when you feel angry from;the commercial about no Internet
Grumpy-Cat;There's more than 500,000 open computing jobs nationwide.  ;too bad i can't use a keyboard
Grumpy-Cat;Say one more word;ill rip ur head off
Grumpy-Cat;Did I happen to mention, ;"""Fuck you, 2016!""???"
Grumpy-Cat;Someone asks a question;about slide number 1
Grumpy-Cat;No questions?;good
Grumpy-Cat;I know my ex's be sitting back;"Looking at my pics, like ""damnit!"""
Grumpy-Cat;Jonathon georges ex's be sitting back ;Like damn that boy got some gains
Grumpy-Cat;Kanang taas kaau imong chat;nya wlay reply
Grumpy-Cat;guess what day it is?;it's i hate that stinking camel day
Grumpy-Cat;Did you just assume my gender?;I am a toaster car pencil violin
Grumpy-Cat;;Why should I care about any of you anymore?
Grumpy-Cat;HOW ABOUT NO;TRY AGAIN
Grumpy-Cat;top text;bottom text
Grumpy-Cat;NICE TRY;BUT NO
Grumpy-Cat;When sophie sends you a meme;But she spells your name wrong
Insanity-Wolf;When you are about to beat a boss in Undertale;Then your dad tells you to quit
Insanity-Wolf;Getting lost in the mountain alone on the freezing night with dead phone and no flashlight ;Is the best way to reaalize no work project is really hard in comparison
Insanity-Wolf;i just burned calories today;by burning a fat guy
Insanity-Wolf;We Want;action
Insanity-Wolf;#We Want;Action
Insanity-Wolf;i told her that she is not respectful ;and i called her rubbish for calling me rubbish
Insanity-Wolf;i'm right and you know it;so fuck you
Insanity-Wolf;Save the planet;Burn your town down
Insanity-Wolf;When you are about to beat a boss in Undertale;And your Dad tells you to quit
Insanity-Wolf;When your about to beat a boss;But then your mom unplugs ps4
Insanity-Wolf;;waelwulfas
Insanity-Wolf;Arrested after escape from prison;Pleads not guilty
Insanity-Wolf;when your neighbour gives birth to her 10th child;tie your fucking tubes already 
Insanity-Wolf;Escapes from prison;Pleads not guilty 
Insanity-Wolf;when Patel is asked the same question;for the millionth time
Insanity-Wolf;Enemy picks Tychus;Locks in Cho'Gall
Insanity-Wolf;Enemy Picks Tycus;Locks in Cho'Gall
Insanity-Wolf;When you are stuck on; Rom the vacious spider fight
Insanity-Wolf;don't like first convention?;fuck it, have another one without the southern delegates
Insanity-Wolf;RA HAS SMALL BUDGET FOR PROGRAMS;GETS BEN AND JERRY'S
Insanity-Wolf;office cup points?!;I'll spend my every waking moment trying to win
Insanity-Wolf;;BOOP
Insanity-Wolf;;I just stopped chasing her
Insanity-Wolf;Wife told me to stop buying useless stuff on the internet;i'm sending her back to thailand tomorrow
Insanity-Wolf;Getting lost in the mountains on the dark freezing night in the upcoming storm with no flashlight and dead phone...;Is the best way to make you appreciate your insanely easy work projects
Insanity-Wolf;Getting lost in the mountain alone on the freezing night with dead phone and no flashlight ;Is the best way to reaalize no work project is really hard in comparison
Insanity-Wolf;i just burned calories today;by burning a fat guy
Insanity-Wolf;We Want;action
Insanity-Wolf;#We Want;Action
Insanity-Wolf;i told her that she is not respectful ;and i called her rubbish for calling me rubbish
Insanity-Wolf;i'm right and you know it;so fuck you
Insanity-Wolf;Save the planet;Burn your town down
Insanity-Wolf;When you are about to beat a boss in Undertale;And your Dad tells you to quit
Insanity-Wolf;When your about to beat a boss;But then your mom unplugs ps4
Insanity-Wolf;;waelwulfas
Insanity-Wolf;Arrested after escape from prison;Pleads not guilty
Insanity-Wolf;when your neighbour gives birth to her 10th child;tie your fucking tubes already 
Insanity-Wolf;Escapes from prison;Pleads not guilty 
Insanity-Wolf;when Patel is asked the same question;for the millionth time
Insanity-Wolf;Enemy picks Tychus;Locks in Cho'Gall
Insanity-Wolf;Enemy Picks Tycus;Locks in Cho'Gall
Insanity-Wolf;When you are stuck on; Rom the vacious spider fight
Insanity-Wolf;don't like first convention?;fuck it, have another one without the southern delegates
Insanity-Wolf;RA HAS SMALL BUDGET FOR PROGRAMS;GETS BEN AND JERRY'S
Insanity-Wolf;office cup points?!;I'll spend my every waking moment trying to win
Insanity-Wolf;;BOOP
Insanity-Wolf;;I just stopped chasing her
Insanity-Wolf;Wife told me to stop buying useless stuff on the internet;i'm sending her back to thailand tomorrow
Insanity-Wolf;@ i'm coming for you federico;
Insanity-Wolf;weak batna?;only acknowledge theirs
Insanity-Wolf;@sparkbot.io we will test;in production!
Insanity-Wolf;code will probably cause some things to break;approve it anyway
Insanity-Wolf;Silence;I Kill You
Insanity-Wolf;walnuts????;walnuts suck!!!!
Insanity-Wolf;requests nrt shareshift;from wrong disti
Insanity-Wolf;my life right now;
Insanity-Wolf;tell is like it is;to a reply all!!
Insanity-Wolf;we will test;in production!
Insanity-Wolf;someone should stick a dick in your ear;because fuck what you think
Insanity-Wolf;COMPUTER HAS 16GB OF RAM;CANNOT ALLOCATE 64KB JSON
Insanity-Wolf;Has Less than 20 guns;Buys the largest safe in the store anyway
Insanity-Wolf;i drown my enemies;with my tears!
Insanity-Wolf;camilla wants a microwave;buys everything in the store
Insanity-Wolf;Put up your;Gd combs!!!
Insanity-Wolf;when some one tells you donald trupm won;
Insanity-Wolf;homework to long;put sword to it
Insanity-Wolf;homework too long;put a sword to it 
Insanity-Wolf;Getting lost in the mountains on a dark freezing night in the storm with no flashlight and dead phone...;Even Vistex is not so bad in comparison
Insanity-Wolf;Buy a new car;2016 model year
Insanity-Wolf;Getting lost in the mountains alone on a freezing stormy night with no flashlight and dead phone;Is the best way to start appreciating how easy your work projects are
Insanity-Wolf;Vistex project is really easy...;A realization after getting lost in the mountains on the dark freezing stormy night with dead phone and no flashlight
Insanity-Wolf;Getting lost in the mountains on the dark freezing night in the upcoming storm with no flashlight and dead phone...;Is the best way to make you appreciate your insanely easy work projects
Insanity-Wolf;@ i'm coming for you federico;
Insanity-Wolf;weak batna?;only acknowledge theirs
Insanity-Wolf;@sparkbot.io we will test;in production!
Insanity-Wolf;code will probably cause some things to break;approve it anyway
Insanity-Wolf;Silence;I Kill You
Insanity-Wolf;walnuts????;walnuts suck!!!!
Insanity-Wolf;requests nrt shareshift;from wrong disti
Insanity-Wolf;my life right now;
Insanity-Wolf;tell is like it is;to a reply all!!
Insanity-Wolf;we will test;in production!
Insanity-Wolf;someone should stick a dick in your ear;because fuck what you think
Insanity-Wolf;COMPUTER HAS 16GB OF RAM;CANNOT ALLOCATE 64KB JSON
Insanity-Wolf;Has Less than 20 guns;Buys the largest safe in the store anyway
Insanity-Wolf;i drown my enemies;with my tears!
Insanity-Wolf;camilla wants a microwave;buys everything in the store
Insanity-Wolf;Put up your;Gd combs!!!
Insanity-Wolf;when some one tells you donald trupm won;
Insanity-Wolf;homework to long;put sword to it
Insanity-Wolf;homework too long;put a sword to it 
